i,t,m,Males 00-03,Females 00-03,Males 04-08,Females 04-08,Males 09-13,Females 09-13,Males 14-18,Females 14-18,Males 19-30,Females 19-30,Males 31-50,Females 31-50,Males 51-99,Females 51-99,log HSize,Rural
5540,2000,Norte,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.6931471806,1
5541,2000,Norte,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,1
5542,2000,Norte,2,0,2,0,0,1,0,0,1,1,0,0,0,0,1.945910149,1
5543,2000,Norte,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1.386294361,1
5544,2000,Norte,2,0,0,2,0,0,0,0,1,1,0,0,0,0,1.791759469,1
5545,2000,Norte,1,0,1,2,1,1,1,2,0,0,1,1,0,0,2.397895273,1
5546,2000,Norte,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,1
5547,2000,Norte,0,0,0,1,0,1,1,2,0,0,1,1,0,0,1.945910149,1
5548,2000,Norte,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,1
5549,2000,Norte,3,0,0,0,0,0,0,0,1,1,0,0,0,0,1.609437912,1
5550,2000,Norte,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1.609437912,1
5551,2000,Norte,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1.386294361,1
5552,2000,Norte,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1.609437912,1
5553,2000,Norte,2,0,1,1,1,0,1,1,0,0,1,1,0,0,2.197224577,1
5554,2000,Norte,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1.386294361,1
5555,2000,Norte,0,1,1,0,2,0,1,0,0,0,0,1,0,0,1.791759469,1
5556,2000,Norte,0,0,0,0,0,0,0,0,2,0,0,1,1,1,1.609437912,1
5557,2000,Norte,1,0,0,2,0,2,1,0,0,0,1,1,0,0,2.079441542,1
5558,2000,Norte,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1.609437912,1
5559,2000,Norte,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1.386294361,1
5560,2000,Norte,0,1,1,1,1,0,1,1,0,0,1,1,0,0,2.079441542,1
5561,2000,Norte,2,0,0,2,0,2,2,1,1,1,1,1,0,0,2.564949357,1
5562,2000,Norte,2,0,0,0,1,0,0,0,0,1,1,0,0,0,1.609437912,1
5563,2000,Norte,0,2,1,1,0,0,0,0,1,1,0,0,0,0,1.791759469,1
5564,2000,Norte,0,1,0,0,1,0,2,0,1,1,1,0,0,1,2.079441542,1
5565,2000,Norte,0,1,1,1,1,1,1,0,0,0,1,1,0,0,2.079441542,1
5566,2000,Norte,0,0,0,0,1,0,0,2,0,0,1,0,0,0,1.386294361,1
5567,2000,Norte,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,1
5568,2000,Norte,0,0,0,2,1,0,1,1,0,0,1,1,0,0,1.945910149,0
5569,2000,Norte,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5570,2000,Norte,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1.386294361,0
5571,2000,Norte,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1.098612289,0
5572,2000,Norte,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5573,2000,Norte,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1.098612289,0
5574,2000,Norte,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5575,2000,Norte,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1.945910149,0
5576,2000,Norte,0,0,0,0,1,1,1,1,0,0,1,1,1,1,2.079441542,0
5577,2000,Norte,1,1,0,1,0,0,0,0,2,3,0,1,1,0,2.302585093,0
5578,2000,Norte,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1.791759469,0
5579,2000,Norte,1,1,2,0,2,1,0,0,4,1,0,1,1,1,2.708050201,0
5580,2000,Norte,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1.609437912,0
5581,2000,Norte,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806,0
5582,2000,Norte,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361,0
5583,2000,Norte,1,0,0,0,0,0,1,0,0,2,0,1,0,1,1.791759469,0
5584,2000,Norte,0,2,1,1,0,2,0,1,0,1,1,0,0,0,2.197224577,1
5585,2000,Norte,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1.609437912,1
5586,2000,Norte,1,0,2,0,0,0,0,0,1,1,0,0,0,0,1.609437912,1
5587,2000,Norte,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.6931471806,1
5588,2000,Norte,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1.791759469,1
5589,2000,Norte,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,1
5590,2000,Norte,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361,1
5591,2000,Norte,1,0,0,2,2,0,0,2,0,0,1,1,0,0,2.197224577,1
5592,2000,Norte,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1.609437912,1
5593,2000,Norte,1,2,1,0,1,1,0,0,0,1,1,0,0,0,2.079441542,1
5594,2000,Norte,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1.386294361,1
5595,2000,Norte,0,2,0,0,0,0,0,0,0,1,1,0,0,0,1.386294361,1
5596,2000,Norte,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1.098612289,1
5597,2000,Norte,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,1
5598,2000,Norte,0,1,0,3,1,1,0,0,0,1,1,0,0,0,2.079441542,1
5599,2000,Norte,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1.098612289,1
5600,2000,Norte,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1.386294361,1
5601,2000,Norte,1,1,1,1,2,0,0,2,0,1,1,1,1,1,2.564949357,1
5602,2000,Norte,1,1,0,2,0,0,0,0,1,1,0,0,0,0,1.791759469,1
5603,2000,Norte,2,0,0,0,2,0,1,0,0,0,1,1,0,0,1.945910149,1
5604,2000,Norte,2,0,1,0,1,1,1,0,0,1,1,1,0,0,2.197224577,1
5605,2000,Norte,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1.386294361,1
5606,2000,Norte,0,0,0,0,1,0,2,0,1,0,0,0,1,1,1.791759469,1
5607,2000,Norte,1,0,0,1,0,0,2,0,0,0,1,1,0,0,1.791759469,1
5608,2000,Norte,0,1,0,0,1,0,0,2,2,1,0,0,1,1,2.197224577,1
5609,2000,Norte,0,1,0,1,2,0,1,1,1,1,1,1,0,0,2.302585093,1
5610,2000,Norte,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361,1
5611,2000,Norte,1,0,0,1,0,2,1,1,1,0,0,1,1,0,2.197224577,1
5612,2000,Norte,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1.098612289,1
5613,2000,Norte,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1.945910149,1
5614,2000,Norte,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1.098612289,1
5615,2000,Norte,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1.945910149,1
5616,2000,Norte,0,0,2,1,1,2,0,1,0,0,1,2,0,1,2.397895273,1
5617,2000,Norte,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1.609437912,1
5618,2000,Norte,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1.791759469,1
5619,2000,Norte,1,1,2,1,0,0,0,0,0,1,1,0,0,0,1.945910149,1
5620,2000,Norte,0,1,0,2,1,1,1,2,0,0,1,1,0,0,2.302585093,1
5621,2000,Norte,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1.791759469,1
5622,2000,Norte,2,0,1,1,1,2,0,2,1,0,1,1,0,0,2.48490665,1
5623,2000,Norte,0,3,0,0,0,0,1,1,2,1,1,0,0,1,2.302585093,1
5624,2000,Norte,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1.386294361,1
5625,2000,Norte,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
5626,2000,Norte,0,1,0,0,0,0,0,2,1,1,0,0,0,1,1.791759469,1
5627,2000,Norte,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1.386294361,1
5628,2000,Norte,0,0,0,0,0,0,0,2,2,1,0,1,1,1,2.079441542,1
5629,2000,Norte,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1.098612289,1
5630,2000,Norte,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1.609437912,0
5631,2000,Norte,0,1,1,1,1,1,1,1,2,0,1,1,0,0,2.397895273,0
5632,2000,Norte,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1.609437912,0
5633,2000,Norte,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1.098612289,0
5634,2000,Norte,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1.609437912,0
5635,2000,Norte,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1.386294361,0
5636,2000,Norte,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1.609437912,0
5637,2000,Norte,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1.609437912,0
5638,2000,Norte,0,0,0,0,0,0,2,2,1,0,1,1,0,0,1.945910149,0
5639,2000,Norte,0,0,1,0,0,0,0,1,2,0,1,1,0,0,1.791759469,0
5640,2000,Norte,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361,1
5641,2000,Norte,1,0,0,1,2,0,0,0,0,1,1,0,0,0,1.791759469,1
5642,2000,Norte,0,1,1,1,1,1,0,1,1,0,0,1,1,0,2.197224577,1
5643,2000,Norte,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471806,1
5644,2000,Norte,0,0,0,0,0,1,2,0,1,1,1,0,0,0,1.791759469,1
5645,2000,Norte,2,0,1,0,2,1,0,1,0,0,1,1,0,0,2.197224577,1
5646,2000,Norte,0,1,1,1,0,2,2,0,0,0,1,1,0,0,2.197224577,1
5647,2000,Norte,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1.098612289,1
5648,2000,Norte,1,1,1,1,0,1,0,1,0,1,1,0,1,1,2.302585093,1
5649,2000,Norte,0,1,2,0,1,0,0,0,0,0,1,1,0,0,1.791759469,0
5650,2000,Norte,2,1,0,1,0,1,1,1,0,1,1,1,0,0,2.302585093,0
5651,2000,Norte,1,1,0,0,2,0,0,1,3,1,2,1,0,0,2.48490665,0
5652,2000,Norte,1,0,0,1,1,0,1,0,1,0,1,1,0,0,1.945910149,0
5653,2000,Norte,2,0,0,0,1,0,2,0,1,1,1,1,0,0,2.197224577,0
5654,2000,Norte,1,1,1,0,2,1,0,1,2,2,1,1,0,0,2.564949357,0
5655,2000,Norte,0,1,0,2,0,2,1,1,0,1,1,1,0,0,2.302585093,0
5656,2000,Norte,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,0
5657,2000,Norte,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1.791759469,0
5658,2000,Norte,1,2,0,0,1,0,1,0,1,1,0,1,1,0,2.197224577,0
5659,2000,Norte,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1.386294361,0
5660,2000,Norte,2,0,0,2,0,0,0,0,1,1,0,0,0,0,1.791759469,0
5661,2000,Norte,0,1,0,2,0,2,1,1,0,0,1,1,0,0,2.197224577,1
5662,2000,Norte,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1.791759469,1
5663,2000,Norte,2,1,2,0,1,0,0,0,1,1,0,0,1,1,2.302585093,1
5664,2000,Norte,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1.791759469,1
5665,2000,Norte,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1.791759469,1
5666,2000,Norte,0,2,2,1,2,0,1,1,1,1,1,1,0,0,2.564949357,1
5667,2000,Norte,1,0,2,0,0,0,2,0,0,2,1,0,1,0,2.197224577,1
5668,2000,Norte,0,2,1,2,0,1,0,0,1,1,0,0,0,0,2.079441542,1
5669,2000,Norte,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806,1
5670,2000,Norte,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.6931471806,1
5671,2000,Norte,2,0,0,2,1,1,1,1,0,0,1,1,0,0,2.302585093,1
5672,2000,Norte,0,0,0,1,2,1,2,0,0,0,1,1,0,0,2.079441542,1
5673,2000,Norte,0,1,0,0,1,1,0,1,0,1,1,0,0,0,1.791759469,1
5674,2000,Norte,2,0,1,0,2,0,2,0,0,0,1,1,0,0,2.197224577,1
5675,2000,Norte,0,2,1,1,0,2,2,0,2,0,1,1,0,0,2.48490665,1
5676,2000,Norte,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1.098612289,1
5677,2000,Norte,1,1,2,0,1,0,0,1,0,1,1,0,0,0,2.079441542,1
5678,2000,Norte,1,1,0,2,1,0,0,2,0,0,1,1,0,0,2.197224577,1
5679,2000,Norte,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1.386294361,1
5680,2000,Norte,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1.609437912,1
5681,2000,Norte,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1.386294361,1
5682,2000,Norte,2,0,0,1,2,0,0,1,0,0,1,1,0,0,2.079441542,1
5683,2000,Norte,0,1,0,1,2,0,1,0,1,0,1,0,0,1,2.079441542,1
5684,2000,Norte,0,2,1,0,1,0,0,0,1,1,0,0,0,0,1.791759469,1
5685,2000,Norte,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
5686,2000,Peten,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1.098612289,0
5687,2000,Peten,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471806,0
5688,2000,Peten,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.6931471806,0
5689,2000,Peten,1,0,0,1,0,2,0,0,0,1,0,0,0,0,1.609437912,0
5690,2000,Peten,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1.098612289,0
5691,2000,Peten,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1.609437912,0
5692,2000,Peten,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1.386294361,0
5693,2000,Peten,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5694,2000,Peten,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1.386294361,0
5695,2000,Peten,0,0,0,0,0,0,0,1,0,2,1,0,0,0,1.386294361,0
5696,2000,Peten,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1.609437912,0
5697,2000,Peten,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.6931471806,0
5698,2000,Peten,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1.791759469,0
5699,2000,Peten,1,0,2,0,0,0,0,1,2,1,0,0,0,1,2.079441542,0
5700,2000,Peten,2,0,0,0,0,0,0,0,0,1,1,0,1,0,1.609437912,0
5701,2000,Peten,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,0
5702,2000,Peten,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1.609437912,0
5703,2000,Peten,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1.609437912,0
5704,2000,Peten,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1.098612289,0
5705,2000,Peten,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.6931471806,0
5706,2000,Peten,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1.098612289,0
5707,2000,Peten,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806,0
5708,2000,Peten,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.6931471806,0
5709,2000,Peten,0,3,0,1,0,3,0,0,1,1,1,2,1,1,2.63905733,0
5710,2000,Peten,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1.098612289,0
5711,2000,Peten,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1.609437912,0
5712,2000,Peten,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1.098612289,0
5713,2000,Peten,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.6931471806,0
5714,2000,Peten,1,1,0,1,1,1,2,0,1,3,0,1,0,0,2.48490665,0
5715,2000,Peten,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1.386294361,0
5716,2000,Peten,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1.386294361,0
5717,2000,Peten,0,0,0,0,0,0,0,1,0,2,0,0,0,1,1.386294361,0
5718,2000,Peten,0,0,0,1,1,2,0,2,0,0,0,1,0,0,1.945910149,0
5719,2000,Peten,1,0,0,0,1,1,0,1,0,0,2,2,0,1,2.197224577,0
5720,2000,Peten,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1.098612289,0
5721,2000,Peten,1,0,0,1,0,0,0,2,1,1,0,0,0,0,1.791759469,0
5722,2000,Peten,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1.609437912,0
5723,2000,Peten,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1.609437912,0
5724,2000,Peten,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1.098612289,0
5725,2000,Peten,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1.386294361,0
5726,2000,Peten,0,0,1,0,0,1,0,0,2,0,1,1,0,0,1.791759469,0
5727,2000,Peten,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361,0
5728,2000,Peten,0,1,0,2,0,0,0,0,1,1,0,0,0,1,1.791759469,0
5729,2000,Peten,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1.386294361,0
5730,2000,Peten,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,0
5731,2000,Peten,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1.945910149,0
5732,2000,Peten,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1.098612289,0
5733,2000,Peten,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5734,2000,Peten,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1.098612289,0
5735,2000,Peten,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1.098612289,0
5736,2000,Peten,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1.609437912,0
5737,2000,Peten,1,0,2,0,0,0,0,0,0,1,1,0,0,0,1.609437912,0
5738,2000,Peten,0,2,0,0,0,0,0,0,1,1,0,0,1,0,1.609437912,0
5739,2000,Peten,1,2,0,1,1,0,0,1,1,0,0,1,0,0,2.079441542,0
5740,2000,Peten,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.6931471806,0
5741,2000,Peten,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1.098612289,0
5742,2000,Peten,2,1,1,1,0,2,0,0,1,1,0,0,1,1,2.397895273,0
5743,2000,Peten,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1.791759469,0
5744,2000,Peten,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.6931471806,0
5745,2000,Peten,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361,0
5746,2000,Peten,0,2,0,0,0,0,0,0,0,3,0,0,0,1,1.791759469,0
5747,2000,Peten,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1.945910149,0
5748,2000,Peten,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1.609437912,0
5749,2000,Peten,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1.386294361,0
5750,2000,Peten,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1.609437912,0
5751,2000,Peten,1,0,2,0,2,0,0,1,0,0,1,1,0,0,2.079441542,0
5752,2000,Peten,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1.386294361,0
5753,2000,Peten,0,0,0,0,1,2,0,0,3,0,1,1,0,0,2.079441542,0
5754,2000,Peten,2,0,0,1,0,0,0,0,0,0,1,1,0,0,1.609437912,0
5755,2000,Peten,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1.386294361,0
5756,2000,Peten,1,1,0,2,0,0,0,0,0,0,1,1,0,0,1.791759469,0
5757,2000,Peten,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1.386294361,0
5758,2000,Peten,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1.609437912,0
5759,2000,Peten,0,1,2,1,0,0,0,0,0,1,1,0,0,0,1.791759469,0
5760,2000,Peten,0,0,0,2,1,1,0,1,0,0,1,1,0,0,1.945910149,0
5761,2000,Peten,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,0
5762,2000,Peten,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1.386294361,0
5763,2000,Peten,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1.609437912,1
5764,2000,Peten,1,2,0,1,0,0,0,0,1,0,0,1,0,0,1.791759469,1
5765,2000,Peten,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1.609437912,1
5766,2000,Peten,1,1,1,0,1,1,2,0,0,0,1,1,1,0,2.302585093,1
5767,2000,Peten,0,1,0,1,2,1,1,0,0,0,0,1,0,0,1.945910149,1
5768,2000,Peten,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361,1
5769,2000,Peten,0,0,1,3,0,2,0,1,0,1,0,1,0,0,2.197224577,1
5770,2000,Peten,2,1,0,0,0,0,0,0,1,1,0,0,0,0,1.609437912,1
5771,2000,Peten,2,0,0,1,0,0,0,0,0,1,1,0,0,0,1.609437912,1
5772,2000,Peten,1,0,0,3,0,0,0,0,0,1,1,0,1,1,2.079441542,1
5773,2000,Peten,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1.098612289,1
5774,2000,Peten,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1.098612289,1
5775,2000,Peten,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5776,2000,Peten,1,1,0,0,1,2,1,0,1,0,0,1,0,1,2.197224577,1
5777,2000,Peten,1,3,1,0,1,1,1,0,0,1,1,1,0,0,2.397895273,1
5778,2000,Peten,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5779,2000,Peten,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1.386294361,1
5780,2000,Peten,2,0,2,0,1,2,0,0,1,0,1,1,0,0,2.302585093,1
5781,2000,Peten,1,1,2,0,1,0,0,2,0,0,1,1,0,0,2.197224577,1
5782,2000,Peten,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1.098612289,1
5783,2000,Peten,0,0,0,0,1,0,1,1,0,0,1,0,0,2,1.791759469,0
5784,2000,Peten,0,0,0,0,0,0,2,0,0,0,1,1,1,0,1.609437912,0
5785,2000,Peten,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1.791759469,0
5786,2000,Peten,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1.609437912,0
5787,2000,Peten,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.098612289,0
5788,2000,Peten,0,0,0,0,1,1,0,0,0,0,1,2,0,1,1.791759469,0
5789,2000,Peten,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1.609437912,0
5790,2000,Peten,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806,0
5791,2000,Peten,0,1,0,1,2,0,0,0,0,0,1,1,1,1,2.079441542,0
5792,2000,Peten,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1.386294361,0
5793,2000,Peten,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1.098612289,0
5794,2000,Peten,0,0,1,1,1,2,0,0,0,0,1,1,0,0,1.945910149,0
5795,2000,Peten,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5796,2000,Peten,0,0,1,0,0,1,1,2,0,1,0,1,0,0,1.945910149,0
5797,2000,Peten,0,0,2,0,0,1,0,0,0,1,1,0,0,1,1.791759469,0
5798,2000,Peten,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1.098612289,0
5799,2000,Peten,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1.791759469,0
5800,2000,Peten,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.6931471806,0
5801,2000,Peten,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1.386294361,0
5802,2000,Peten,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,0
5803,2000,Peten,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1.098612289,0
5804,2000,Peten,0,0,1,0,0,2,2,0,0,0,1,1,0,0,1.945910149,0
5805,2000,Peten,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1.098612289,0
5806,2000,Peten,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1.791759469,0
5807,2000,Peten,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1.791759469,0
5808,2000,Peten,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1.386294361,0
5809,2000,Peten,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1.098612289,0
5810,2000,Peten,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1.098612289,0
5811,2000,Peten,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1.609437912,0
5812,2000,Peten,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1.098612289,0
5813,2000,Peten,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1.098612289,0
5814,2000,Peten,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1.098612289,0
5815,2000,Peten,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1.386294361,0
5816,2000,Peten,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,0
5817,2000,Peten,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5818,2000,Peten,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1.386294361,0
5819,2000,Peten,0,0,0,0,0,1,2,0,0,0,1,0,0,0,1.386294361,0
5820,2000,Peten,0,0,1,0,0,0,0,1,2,0,1,1,0,0,1.791759469,0
5821,2000,Peten,1,0,1,1,2,1,0,2,1,2,0,0,0,1,2.48490665,0
5822,2000,Peten,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,1
5823,2000,Peten,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1.098612289,1
5824,2000,Peten,0,1,2,0,1,0,0,0,0,1,1,0,0,0,1.791759469,1
5825,2000,Peten,0,0,1,1,0,2,2,0,1,0,0,1,1,0,2.197224577,1
5826,2000,Peten,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1.098612289,1
5827,2000,Peten,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1.945910149,1
5828,2000,Peten,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1.386294361,1
5829,2000,Peten,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1.098612289,1
5830,2000,Peten,0,0,0,1,0,1,1,0,1,1,1,1,0,0,1.945910149,0
5831,2000,Peten,0,0,0,0,2,1,0,0,0,0,1,1,0,0,1.609437912,0
5832,2000,Peten,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1.386294361,0
5833,2000,Peten,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1.609437912,0
5834,2000,Peten,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1.609437912,0
5835,2000,Peten,0,0,0,0,0,2,0,1,0,0,1,2,0,1,1.945910149,0
5836,2000,Peten,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1.609437912,0
5837,2000,Peten,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1.609437912,0
5838,2000,Peten,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.6931471806,0
5839,2000,Peten,0,2,0,1,0,0,0,0,0,1,1,0,0,0,1.609437912,0
5840,2000,Peten,0,2,0,0,0,0,0,0,1,1,2,0,1,1,2.079441542,0
5841,2000,Peten,0,0,0,1,2,1,0,0,0,0,1,1,0,0,1.791759469,0
